"SpeciesnameLocal";"SpeciesnameEurope";"CountryCode";"RedListCategory";"Endemic"
"Argynnis laodice";"Argynnis laodice";"LT";"Unknown";
"Argynnis laodice";"Argynnis laodice";"LV";"No Red List available";
"Argynnis laodice";"Argynnis laodice";"PL";"LC";
"Argynnis laodice";"Argynnis laodice";"RO";"No Red List available";
"Argynnis laodice";"Argynnis laodice";"RU";"No Red List available";
"Argynnis laodice";"Argynnis laodice";"SK";"LC";
"Argynnis laodice";"Argynnis laodice";"UA";"No Red List available";
"Argynnis niobe";"Argynnis niobe";"AD";"DD";
"Argynnis niobe";"Argynnis niobe";"AL";"Unknown";
"Argynnis niobe";"Argynnis niobe";"AT";"NT";
"Argynnis niobe";"Argynnis niobe";"BA";"LC";
"Argynnis niobe";"Argynnis niobe";"BE";"RE";
"Argynnis niobe";"Argynnis niobe";"BG";"LC";
"Argynnis niobe";"Argynnis niobe";"BY";"Unknown";
"Argynnis niobe";"Argynnis niobe";"CH";"LC";
"Argynnis niobe";"Argynnis niobe";"CZ";"EN";
"Argynnis niobe";"Argynnis niobe";"DE";"EN";
"Argynnis niobe";"Argynnis niobe";"DK";"VU";
"Argynnis niobe";"Argynnis niobe";"EE";"No Red List available";
"Argynnis niobe";"Argynnis niobe";"ES";"Unknown";
"Argynnis niobe";"Argynnis niobe";"FI";"LC";
"Argynnis niobe";"Argynnis niobe";"FR";"NT";
"Argynnis niobe";"Argynnis niobe";"GR";"LC";
"Argynnis niobe";"Argynnis niobe";"HR";"LC";
"Argynnis niobe";"Argynnis niobe";"HU";"EN";
"Argynnis niobe";"Argynnis niobe";"IT";"LC";
"Argynnis niobe";"Argynnis niobe";"LT";"Unknown";
"Argynnis niobe";"Argynnis niobe";"LU";"DD";
"Argynnis niobe";"Argynnis niobe";"LV";"No Red List available";
"Argynnis niobe";"Argynnis niobe";"MD";"No Red List available";
"Argynnis niobe";"Argynnis niobe";"ME";"No Red List available";
"Argynnis niobe";"Argynnis niobe";"MK";"Unknown";
"Argynnis niobe";"Argynnis niobe";"NL";"EN";
"Argynnis niobe";"Argynnis niobe";"NO";"CR";
"Argynnis niobe";"Argynnis niobe";"PL";"LC";
"Argynnis niobe";"Argynnis niobe";"PT";"No Red List available";
"Argynnis niobe";"Argynnis niobe";"RO";"No Red List available";
"Argynnis niobe";"Argynnis niobe";"RS";"VU";
"Argynnis niobe";"Argynnis niobe";"RU";"No Red List available";
"Argynnis niobe";"Argynnis niobe";"SE";"NT";
"Argynnis niobe";"Argynnis niobe";"SI";"LC";
"Argynnis niobe";"Argynnis niobe";"SK";"LC";
"Argynnis niobe";"Argynnis niobe";"UA";"No Red List available";
"Argynnis pandora";"Argynnis pandora";"AL";"VU";
"Argynnis pandora";"Argynnis pandora";"AT";"NE";
"Argynnis pandora";"Argynnis pandora";"BA";"NT";
"Argynnis pandora";"Argynnis pandora";"BG";"LC";
"Argynnis pandora";"Argynnis pandora";"CH";"NtA";
"Argynnis pandora";"Argynnis pandora";"CY";"No Red List available";
"Argynnis pandora";"Argynnis pandora";"CZ";"LC";
"Argynnis pandora";"Argynnis pandora";"ES";"Unknown";
"Argynnis pandora";"Argynnis pandora";"FR";"LC";
"Argynnis pandora";"Argynnis pandora";"GR";"LC";
"Argynnis pandora";"Argynnis pandora";"HR";"LC";
"Argynnis pandora";"Argynnis pandora";"HU";"LC";
"Argynnis pandora";"Argynnis pandora";"IT";"LC";
"Argynnis pandora";"Argynnis pandora";"MA_CA";"No Red List available";
"Argynnis pandora";"Argynnis pandora";"MD";"No Red List available";
"Argynnis pandora";"Argynnis pandora";"ME";"No Red List available";
"Argynnis pandora";"Argynnis pandora";"MK";"Unknown";
"Argynnis pandora";"Argynnis pandora";"PL";"LC";
"Argynnis pandora";"Argynnis pandora";"PT";"No Red List available";
"Argynnis pandora";"Argynnis pandora";"RO";"No Red List available";
"Argynnis pandora";"Argynnis pandora";"RS";"EN";
"Argynnis pandora";"Argynnis pandora";"RU";"No Red List available";
"Argynnis pandora";"Argynnis pandora";"SI";"LC";
"Argynnis pandora";"Argynnis pandora";"SK";"RE";
"Argynnis pandora";"Argynnis pandora";"UA";"No Red List available";
"Argynnis paphia";"Argynnis paphia";"AD";"LC";
"Argynnis paphia";"Argynnis paphia";"AL";"Unknown";
"Argynnis paphia";"Argynnis paphia";"AT";"LC";
"Argynnis paphia";"Argynnis paphia";"BA";"LC";
"Argynnis paphia";"Argynnis paphia";"BE";"LC";
"Argynnis paphia";"Argynnis paphia";"BG";"LC";
"Argynnis paphia";"Argynnis paphia";"BY";"Unknown";
"Argynnis paphia";"Argynnis paphia";"CH";"LC";
"Argynnis paphia";"Argynnis paphia";"CZ";"LC";
"Argynnis paphia";"Argynnis paphia";"DE";"LC";
"Argynnis paphia";"Argynnis paphia";"DK";"EN";
"Argynnis paphia";"Argynnis paphia";"EE";"No Red List available";
"Argynnis paphia";"Argynnis paphia";"ES";"Unknown";
"Argynnis paphia";"Argynnis paphia";"FI";"LC";
"Argynnis paphia";"Argynnis paphia";"FR";"LC";
"Argynnis paphia";"Argynnis paphia";"GB";"LC";
"Argynnis paphia";"Argynnis paphia";"GR";"LC";
"Argynnis paphia";"Argynnis paphia";"HR";"LC";
"Argynnis paphia";"Argynnis paphia";"HU";"LC";
"Argynnis paphia";"Argynnis paphia";"IE";"LC";
"Argynnis paphia";"Argynnis paphia";"IT";"LC";
"Argynnis paphia";"Argynnis paphia";"LI";"No Red List available";
"Argynnis paphia";"Argynnis paphia";"LT";"Unknown";
"Argynnis paphia";"Argynnis paphia";"LU";"LC";
"Argynnis paphia";"Argynnis paphia";"LV";"No Red List available";
"Argynnis paphia";"Argynnis paphia";"MD";"No Red List available";
"Argynnis paphia";"Argynnis paphia";"ME";"No Red List available";
"Argynnis paphia";"Argynnis paphia";"MK";"Unknown";
"Argynnis paphia";"Argynnis paphia";"NL";"RE";
"Argynnis paphia";"Argynnis paphia";"NO";"LC";
"Argynnis paphia";"Argynnis paphia";"PL";"LC";
"Argynnis paphia";"Argynnis paphia";"PT";"No Red List available";
"Argynnis paphia";"Argynnis paphia";"RO";"No Red List available";
"Argynnis paphia";"Argynnis paphia";"RS";"VU";
"Argynnis paphia";"Argynnis paphia";"RU";"No Red List available";
"Argynnis paphia";"Argynnis paphia";"SE";"LC";
"Argynnis paphia";"Argynnis paphia";"SI";"LC";
"Argynnis paphia";"Argynnis paphia";"SK";"LC";
"Argynnis paphia";"Argynnis paphia";"UA";"No Red List available";
"Aricia (artaxerxes) montensis";"Aricia artaxerxes";"FR";"Unknown";
"Aricia agestis";"Aricia agestis";"AL";"Unknown";
"Aricia agestis";"Aricia agestis";"AT";"NT";
"Aricia agestis";"Aricia agestis";"BA";"LC";
"Aricia agestis";"Aricia agestis";"BE";"LC";
"Aricia agestis";"Aricia agestis";"BG";"LC";
"Aricia agestis";"Aricia agestis";"BY";"Unknown";
"Aricia agestis";"Aricia agestis";"CH";"LC";
"Aricia agestis";"Aricia agestis";"CY";"No Red List available";
"Aricia agestis";"Aricia agestis";"CZ";"LC";
"Aricia agestis";"Aricia agestis";"DE";"LC";
"Aricia agestis";"Aricia agestis";"DK";"LC";
"Aricia agestis";"Aricia agestis";"ES";"Unknown";
"Aricia agestis";"Aricia agestis";"FR";"LC";
"Aricia agestis";"Aricia agestis";"GB";"LC";
"Aricia agestis";"Aricia agestis";"GR";"LC";
"Aricia agestis";"Aricia agestis";"HR";"LC";
"Aricia agestis";"Aricia agestis";"HU";"LC";
"Aricia agestis";"Aricia agestis";"IT";"LC";
"Aricia agestis";"Aricia agestis";"LT";"Unknown";
"Aricia agestis";"Aricia agestis";"LU";"EN";
"Aricia agestis";"Aricia agestis";"MD";"No Red List available";
"Aricia agestis";"Aricia agestis";"ME";"No Red List available";
"Aricia agestis";"Aricia agestis";"MK";"Unknown";
"Aricia agestis";"Aricia agestis";"MT";"No Red List available";
"Aricia agestis";"Aricia agestis";"NL";"NT";
"Aricia agestis";"Aricia agestis";"PL";"LC";
"Aricia agestis";"Aricia agestis";"RO";"No Red List available";
"Aricia agestis";"Aricia agestis";"RS";"LC";
"Aricia agestis";"Aricia agestis";"RU";"No Red List available";
"Aricia agestis";"Aricia agestis";"SE";"LC";
"Aricia agestis";"Aricia agestis";"SI";"LC";
"Aricia agestis";"Aricia agestis";"SK";"LC";
"Aricia agestis";"Aricia agestis";"UA";"No Red List available";
"Aricia anteros";"Aricia anteros";"AL";"Unknown";
"Aricia anteros";"Aricia anteros";"BA";"EN";
"Aricia anteros";"Aricia anteros";"BG";"LC";
"Aricia anteros";"Aricia anteros";"GR";"LC";
"Aricia anteros";"Aricia anteros";"HR";"LC";
"Aricia anteros";"Aricia anteros";"ME";"No Red List available";
"Aricia anteros";"Aricia anteros";"MK";"Unknown";
"Aricia anteros";"Aricia anteros";"RS";"EN";
"Aricia anteros";"Aricia anteros";"UA";"No Red List available";
"Aricia artaxerxes";"Aricia artaxerxes";"AD";"DD";
"Aricia artaxerxes";"Aricia artaxerxes";"AL";"Unknown";
"Aricia artaxerxes";"Aricia artaxerxes";"AT";"NT";
"Aricia artaxerxes";"Aricia artaxerxes";"BA";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"BG";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"BY";"Unknown";
"Aricia artaxerxes";"Aricia artaxerxes";"CH";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"CZ";"EN";
"Aricia artaxerxes";"Aricia artaxerxes";"DE";"DD";
"Aricia artaxerxes";"Aricia artaxerxes";"DK";"CR";
"Aricia artaxerxes";"Aricia artaxerxes";"EE";"No Red List available";
"Aricia artaxerxes";"Aricia artaxerxes";"FI";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"FR";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"GB";"VU";
"Aricia artaxerxes";"Aricia artaxerxes";"GR";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"HR";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"HU";"EN";
"Aricia artaxerxes";"Aricia artaxerxes";"IT";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"LI";"No Red List available";
"Aricia artaxerxes";"Aricia artaxerxes";"LT";"Unknown";
"Aricia artaxerxes";"Aricia artaxerxes";"LV";"No Red List available";
"Aricia artaxerxes";"Aricia artaxerxes";"ME";"No Red List available";
"Aricia artaxerxes";"Aricia artaxerxes";"MK";"Unknown";
"Aricia artaxerxes";"Aricia artaxerxes";"NO";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"PL";"EN";
"Aricia artaxerxes";"Aricia artaxerxes";"RO";"No Red List available";
"Aricia artaxerxes";"Aricia artaxerxes";"RS";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"RU";"No Red List available";
"Aricia artaxerxes";"Aricia artaxerxes";"SE";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"SI";"LC";
"Aricia artaxerxes";"Aricia artaxerxes";"SK";"DD";
"Aricia artaxerxes";"Aricia artaxerxes";"UA";"No Red List available";
"Aricia cramera";"Aricia cramera";"AD";"DD";
"Aricia cramera";"Aricia cramera";"ES";"Unknown";
"Aricia cramera";"Aricia cramera";"IT";"LC";
"Aricia cramera";"Aricia cramera";"MA_CA";"No Red List available";
"Aricia cramera";"Aricia cramera";"PT";"No Red List available";
"Aricia eumedon";"Eumedonia eumedon";"AD";"VU";
"Aricia eumedon";"Eumedonia eumedon";"AL";"Unknown";
"Aricia eumedon";"Eumedonia eumedon";"AT";"NT";
"Aricia eumedon";"Eumedonia eumedon";"BA";"LC";
"Aricia eumedon";"Eumedonia eumedon";"BG";"LC";
"Aricia eumedon";"Eumedonia eumedon";"CH";"LC";
"Aricia eumedon";"Eumedonia eumedon";"CZ";"VU";
"Aricia eumedon";"Eumedonia eumedon";"DE";"VU";
"Aricia eumedon";"Eumedonia eumedon";"GR";"LC";
"Aricia eumedon";"Eumedonia eumedon";"HR";"LC";
"Aricia eumedon";"Eumedonia eumedon";"HU";"EN";
"Aricia eumedon";"Eumedonia eumedon";"MD";"No Red List available";
"Aricia eumedon";"Eumedonia eumedon";"ME";"No Red List available";
"Aricia eumedon";"Eumedonia eumedon";"MK";"Unknown";
"Aricia eumedon";"Eumedonia eumedon";"PL";"VU";
"Aricia eumedon";"Eumedonia eumedon";"PT";"No Red List available";
"Aricia eumedon";"Eumedonia eumedon";"RS";"VU";
"Aricia eumedon";"Eumedonia eumedon";"RU";"No Red List available";
"Aricia eumedon";"Eumedonia eumedon";"SE";"LC";
"Aricia eumedon";"Eumedonia eumedon";"SI";"VU";
"Aricia eumedon";"Eumedonia eumedon";"SK";"EN";
"Aricia montensis";"Aricia montensis";"ES";"Unknown";
"Aricia montensis";"Aricia montensis";"PT";"No Red List available";
"Aricia morronensis";"Aricia morronensis";"AD";"EN";
"Aricia morronensis";"Aricia morronensis";"ES";"Unknown";
"Aricia morronensis";"Aricia morronensis";"FR";"VU";
"Aricia nicias";"Aricia nicias";"AD";"VU";
"Aricia nicias";"Aricia nicias";"CH";"LC";
"Aricia nicias";"Aricia nicias";"ES";"Unknown";
"Aricia nicias";"Aricia nicias";"FI";"NT";
"Aricia nicias";"Aricia nicias";"FR";"LC";
"Aricia nicias";"Aricia nicias";"IT";"LC";
"Aricia nicias";"Aricia nicias";"NO";"VU";
"Aricia nicias";"Aricia nicias";"RU";"No Red List available";
"Aricia nicias";"Aricia nicias";"SE";"VU";
"Artogeia ergane";"Pieris ergane";"ES";"Unknown";
"Azanus jesous";"Azanus jesous";"ES";"Unknown";
"Azanus ubaldus";"Azanus ubaldus";"IT";"DD";
"Azanus ubaldus";"Azanus ubaldus";"MA_CA";"No Red List available";
"Azanus ubaldus";"Azanus ubaldus";"MT";"No Red List available";
"Boloria alaskensis";"Boloria alaskensis";"RU";"No Red List available";
"Boloria aquilonaris";"Boloria aquilonaris";"AT";"EN";
"Boloria aquilonaris";"Boloria aquilonaris";"BE";"VU";
"Boloria aquilonaris";"Boloria aquilonaris";"BY";"VU";
"Boloria aquilonaris";"Boloria aquilonaris";"CH";"EN";
"Boloria aquilonaris";"Boloria aquilonaris";"CZ";"EN";
"Boloria aquilonaris";"Boloria aquilonaris";"DE";"EN";
"Boloria aquilonaris";"Boloria aquilonaris";"DK";"EN";
"Boloria aquilonaris";"Boloria aquilonaris";"EE";"No Red List available";
"Boloria aquilonaris";"Boloria aquilonaris";"FI";"LC";
"Boloria aquilonaris";"Boloria aquilonaris";"FR";"NT";
"Boloria aquilonaris";"Boloria aquilonaris";"LT";"Unknown";
"Boloria aquilonaris";"Boloria aquilonaris";"LV";"No Red List available";
"Boloria aquilonaris";"Boloria aquilonaris";"NL";"CR";
"Boloria aquilonaris";"Boloria aquilonaris";"NO";"LC";
"Boloria aquilonaris";"Boloria aquilonaris";"PL";"VU";
"Boloria aquilonaris";"Boloria aquilonaris";"RO";"No Red List available";
"Boloria aquilonaris";"Boloria aquilonaris";"RU";"No Red List available";
"Boloria aquilonaris";"Boloria aquilonaris";"SE";"LC";
"Boloria aquilonaris";"Boloria aquilonaris";"SK";"EN";
"Boloria aquilonaris";"Boloria aquilonaris";"UA";"No Red List available";
"Boloria chariclea";"Boloria chariclea";"FI";"NT";
"Boloria chariclea";"Boloria chariclea";"NO";"LC";
"Boloria chariclea";"Boloria chariclea";"SE";"LC";
"Boloria daphne";"Brenthis daphne";"BA";"LC";
"Boloria dia";"Boloria dia";"AD";"LC";
"Boloria dia";"Boloria dia";"AL";"Unknown";
"Boloria dia";"Boloria dia";"AT";"LC";
"Boloria dia";"Boloria dia";"BA";"LC";
"Boloria dia";"Boloria dia";"BE";"EN";
"Boloria dia";"Boloria dia";"BG";"LC";
"Boloria dia";"Boloria dia";"BY";"Unknown";
"Boloria dia";"Boloria dia";"CH";"NT";
"Boloria dia";"Boloria dia";"CZ";"LC";
"Boloria dia";"Boloria dia";"DE";"LC";
"Boloria dia";"Boloria dia";"EE";"No Red List available";
"Boloria dia";"Boloria dia";"ES";"Unknown";
"Boloria dia";"Boloria dia";"FR";"LC";
"Boloria dia";"Boloria dia";"GR";"LC";
"Boloria dia";"Boloria dia";"HR";"LC";
"Boloria dia";"Boloria dia";"HU";"LC";
"Boloria dia";"Boloria dia";"IT";"LC";
"Boloria dia";"Boloria dia";"LT";"Unknown";
"Boloria dia";"Boloria dia";"LU";"VU";
"Boloria dia";"Boloria dia";"LV";"No Red List available";
"Boloria dia";"Boloria dia";"MD";"No Red List available";
"Boloria dia";"Boloria dia";"ME";"No Red List available";
"Boloria dia";"Boloria dia";"MK";"Unknown";
"Boloria dia";"Boloria dia";"PL";"LC";
"Boloria dia";"Boloria dia";"PT";"No Red List available";
"Boloria dia";"Boloria dia";"RO";"No Red List available";
"Boloria dia";"Boloria dia";"RS";"LC";
"Boloria dia";"Boloria dia";"SI";"LC";
"Boloria dia";"Boloria dia";"SK";"LC";
"Boloria dia";"Boloria dia";"UA";"No Red List available";
"Boloria eunomia";"Boloria eunomia";"AD";"VU";
"Boloria eunomia";"Boloria eunomia";"AT";"EN";
"Boloria eunomia";"Boloria eunomia";"BE";"VU";
"Boloria eunomia";"Boloria eunomia";"BG";"EN";
"Boloria eunomia";"Boloria eunomia";"BY";"Unknown";
"Boloria eunomia";"Boloria eunomia";"CZ";"VU";
"Boloria eunomia";"Boloria eunomia";"DE";"EN";
"Boloria eunomia";"Boloria eunomia";"EE";"No Red List available";
"Boloria eunomia";"Boloria eunomia";"ES";"Unknown";
"Boloria eunomia";"Boloria eunomia";"FI";"LC";
"Boloria eunomia";"Boloria eunomia";"FR";"LC";
"Boloria eunomia";"Boloria eunomia";"IT";"NtA";
"Boloria eunomia";"Boloria eunomia";"LT";"Unknown";
"Boloria eunomia";"Boloria eunomia";"LU";"EN";
"Boloria eunomia";"Boloria eunomia";"LV";"No Red List available";
"Boloria eunomia";"Boloria eunomia";"NO";"LC";
"Boloria eunomia";"Boloria eunomia";"PL";"EN";
"Boloria eunomia";"Boloria eunomia";"RS";"Unknown";
"Boloria eunomia";"Boloria eunomia";"SE";"LC";
"Boloria eunomia";"Boloria eunomia";"SK";"RE";
"Boloria eunomia";"Boloria eunomia";"UA";"No Red List available";
"Boloria euphrosyne";"Boloria euphrosyne";"AD";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"AL";"Unknown";
"Boloria euphrosyne";"Boloria euphrosyne";"AT";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"BA";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"BE";"VU";
"Boloria euphrosyne";"Boloria euphrosyne";"BG";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"BY";"Unknown";
"Boloria euphrosyne";"Boloria euphrosyne";"CH";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"CZ";"VU";
"Boloria euphrosyne";"Boloria euphrosyne";"DE";"EN";
"Boloria euphrosyne";"Boloria euphrosyne";"DK";"CR";
"Boloria euphrosyne";"Boloria euphrosyne";"EE";"No Red List available";
"Boloria euphrosyne";"Boloria euphrosyne";"ES";"Unknown";
"Boloria euphrosyne";"Boloria euphrosyne";"FI";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"FR";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"GB";"EN";
"Boloria euphrosyne";"Boloria euphrosyne";"GR";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"HR";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"HU";"NT";
"Boloria euphrosyne";"Boloria euphrosyne";"IE";"EN";
"Boloria euphrosyne";"Boloria euphrosyne";"IT";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"LT";"Unknown";
"Boloria euphrosyne";"Boloria euphrosyne";"LU";"EN";
"Boloria euphrosyne";"Boloria euphrosyne";"LV";"No Red List available";
"Boloria euphrosyne";"Boloria euphrosyne";"MD";"No Red List available";
"Boloria euphrosyne";"Boloria euphrosyne";"ME";"No Red List available";
"Boloria euphrosyne";"Boloria euphrosyne";"MK";"Unknown";
"Boloria euphrosyne";"Boloria euphrosyne";"NL";"RE";
"Boloria euphrosyne";"Boloria euphrosyne";"NO";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"PL";"NT";
"Boloria euphrosyne";"Boloria euphrosyne";"PT";"No Red List available";
"Boloria euphrosyne";"Boloria euphrosyne";"RO";"No Red List available";
"Boloria euphrosyne";"Boloria euphrosyne";"RS";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"SE";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"SI";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"SK";"LC";
"Boloria euphrosyne";"Boloria euphrosyne";"UA";"No Red List available";
"Boloria freija";"Boloria freija";"BY";"CR";
"Boloria freija";"Boloria freija";"EE";"No Red List available";
"Boloria freija";"Boloria freija";"FI";"NT";
"Boloria freija";"Boloria freija";"LV";"No Red List available";
"Boloria freija";"Boloria freija";"NO";"LC";
"Boloria freija";"Boloria freija";"SE";"LC";
"Boloria frigga";"Boloria frigga";"BY";"CR";
"Boloria frigga";"Boloria frigga";"EE";"No Red List available";
"Boloria frigga";"Boloria frigga";"FI";"LC";
"Boloria frigga";"Boloria frigga";"LT";"VU";
"Boloria frigga";"Boloria frigga";"LV";"No Red List available";
"Boloria frigga";"Boloria frigga";"NO";"LC";
"Boloria frigga";"Boloria frigga";"SE";"LC";
"Boloria graeca";"Boloria graeca";"AL";"Unknown";
"Boloria graeca";"Boloria graeca";"BA";"NT";
"Boloria graeca";"Boloria graeca";"BG";"LC";
"Boloria graeca";"Boloria graeca";"FR";"LC";
"Boloria graeca";"Boloria graeca";"GR";"LC";
"Boloria graeca";"Boloria graeca";"IT";"NT";
"Boloria graeca";"Boloria graeca";"ME";"No Red List available";
"Boloria graeca";"Boloria graeca";"MK";"Unknown";
"Boloria graeca";"Boloria graeca";"RS";"NT";
"Boloria hecate";"Brenthis hecate";"BA";"LC";
"Boloria improba";"Boloria improba";"FI";"EN";
"Boloria improba";"Boloria improba";"NO";"NT";
"Boloria improba";"Boloria improba";"SE";"VU";
"Boloria ino";"Brenthis ino";"BA";"NT";
"Boloria napaea";"Boloria napaea";"AT";"NT";
"Boloria napaea";"Boloria napaea";"CH";"LC";
"Boloria napaea";"Boloria napaea";"DE";"R";
"Boloria napaea";"Boloria napaea";"ES";"Unknown";
"Boloria napaea";"Boloria napaea";"FI";"NT";
"Boloria napaea";"Boloria napaea";"FR";"LC";
"Boloria napaea";"Boloria napaea";"IT";"LC";
"Boloria napaea";"Boloria napaea";"LI";"No Red List available";
"Boloria napaea";"Boloria napaea";"NO";"LC";
"Boloria napaea";"Boloria napaea";"RU";"No Red List available";
"Boloria napaea";"Boloria napaea";"SE";"LC";
"Boloria pales";"Boloria pales";"AD";"NT";
"Boloria pales";"Boloria pales";"AL";"Unknown";
"Boloria pales";"Boloria pales";"AT";"LC";
"Boloria pales";"Boloria pales";"BA";"NT";
"Boloria pales";"Boloria pales";"BG";"VU";
"Boloria pales";"Boloria pales";"CH";"LC";
"Boloria pales";"Boloria pales";"CZ";"LC";
"Boloria pales";"Boloria pales";"DE";"R";
"Boloria pales";"Boloria pales";"ES";"Unknown";
"Boloria pales";"Boloria pales";"FR";"LC";
"Boloria pales";"Boloria pales";"IT";"LC";
"Boloria pales";"Boloria pales";"LI";"No Red List available";
"Boloria pales";"Boloria pales";"ME";"No Red List available";
